participant,action,verb,noun
P05,scoop(salad),scoop,salad
P05,scoop(spoon),scoop,spoon
P05,scoop(water),scoop,water
P05,scrape(bacon),scrape,bacon
P05,scrape(banana),scrape,banana
P05,scrape(butter),scrape,butter
P05,scrape(carrot),scrape,carrot
P05,scrape(cheese),scrape,cheese
P05,scrape(clothes),scrape,clothes
P05,scrape(coriander),scrape,coriander
P05,scrape(egg),scrape,egg
P05,scrape(food),scrape,food
P05,scrape(garlic),scrape,garlic
P05,scrape(knife),scrape,knife
P05,scrape(lettuce),scrape,lettuce
P05,scrape(milk),scrape,milk
P05,scrape(mixture),scrape,mixture
P05,scrape(onion),scrape,onion
P05,scrape(pan),scrape,pan
P05,scrape(pasta),scrape,pasta
P05,scrape(recipe),scrape,recipe
P05,scrape(rice),scrape,rice
P05,scrape(rubbish),scrape,rubbish
P05,scrape(salad),scrape,salad
P05,scrape(sauce),scrape,sauce
P05,scrape(skin),scrape,skin
P05,scrape(spinach),scrape,spinach
P05,scrape(stalk),scrape,stalk
P05,scrape(tea),scrape,tea
P05,scrape(tomato),scrape,tomato
P05,screw(banana),screw,banana
P05,screw(board:chopping),screw,board:chopping
P05,screw(bottle),screw,bottle
P05,screw(box),screw,box
P05,screw(butter),screw,butter
P05,screw(chair),screw,chair
P05,screw(garlic),screw,garlic
P05,screw(lid),screw,lid
P05,screw(milk),screw,milk
P05,screw(onion),screw,onion
P05,screw(pan),screw,pan
P05,screw(scale),screw,scale
P05,screw(turmeric),screw,turmeric
P05,scrub(brush),scrub,brush
P05,scrub(hand),scrub,hand
P05,scrub(knife),scrub,knife
P05,scrub(pestle),scrub,pestle
P05,search(can),search,can
P05,search(cream),search,cream
P05,search(pasta),search,pasta
P05,search(spice),search,spice
P05,set(alarm),set,alarm
P05,set(scale),set,scale
P05,shake(bacon),shake,bacon
P05,shake(bag),shake,bag
P05,shake(bottle),shake,bottle
P05,shake(bowl),shake,bowl
P05,shake(box),shake,box
P05,shake(butter),shake,butter
P05,shake(can),shake,can
P05,shake(cheese),shake,cheese
P05,shake(colander),shake,colander
P05,shake(coriander),shake,coriander
P05,shake(corn),shake,corn
P05,shake(cream),shake,cream
P05,shake(cup),shake,cup
P05,shake(curry),shake,curry
P05,shake(flour),shake,flour
P05,shake(food),shake,food
P05,shake(garlic),shake,garlic
P05,shake(hand),shake,hand
P05,shake(knife),shake,knife
P05,shake(lemon),shake,lemon
P05,shake(lettuce),shake,lettuce
P05,shake(lid),shake,lid
P05,shake(liquid),shake,liquid
P05,shake(milk),shake,milk
P05,shake(mixture),shake,mixture
P05,shake(nut),shake,nut
P05,shake(oatmeal),shake,oatmeal
P05,shake(package),shake,package
P05,shake(pan),shake,pan
P05,shake(plate),shake,plate
P05,shake(pot),shake,pot
P05,shake(rice),shake,rice
P05,shake(sauce),shake,sauce
P05,shake(spatula),shake,spatula
P05,shake(spoon),shake,spoon
P05,shake(towel),shake,towel
P05,shake(water),shake,water
P05,slide(bin),slide,bin
P05,slide(bowl),slide,bowl
P05,slide(carrot),slide,carrot
P05,slide(container),slide,container
P05,slide(cup),slide,cup
P05,slide(food),slide,food
P05,slide(jar),slide,jar
P05,slide(milk),slide,milk
P05,slide(oil),slide,oil
P05,slide(onion),slide,onion
P05,slide(pan),slide,pan
P05,slide(plate),slide,plate
P05,slide(sauce),slide,sauce
P05,slide(top),slide,top
P05,slide(water),slide,water
P05,smell(curry),smell,curry
P05,smell(rice),smell,rice
P05,smell(spoon),smell,spoon
P05,sort(board:chopping),sort,board:chopping
P05,sort(bowl),sort,bowl
P05,sort(plate),sort,plate
P05,sprinkle(pepper),sprinkle,pepper
P05,sprinkle(salt),sprinkle,salt
P05,squeeze(bag),squeeze,bag
P05,squeeze(butter),squeeze,butter
P05,squeeze(can),squeeze,can
P05,squeeze(cloth),squeeze,cloth
P05,squeeze(clothes),squeeze,clothes
P05,squeeze(container),squeeze,container
P05,squeeze(foil),squeeze,foil
P05,squeeze(lemon),squeeze,lemon
P05,squeeze(liquid:washing),squeeze,liquid:washing
P05,squeeze(onion),squeeze,onion
P05,squeeze(opener:bottle),squeeze,opener:bottle
P05,squeeze(package),squeeze,package
P05,squeeze(plate),squeeze,plate
P05,squeeze(pot),squeeze,pot
P05,squeeze(sauce),squeeze,sauce
P05,squeeze(spinach),squeeze,spinach
P05,squeeze(water),squeeze,water
P05,take(bacon),take,bacon
P05,take(bag),take,bag
P05,take(banana),take,banana
P05,take(basil),take,basil
P05,take(basket),take,basket
P05,take(blender),take,blender
P05,take(board:chopping),take,board:chopping
P05,take(bottle),take,bottle
P05,take(bowl),take,bowl
P05,take(box),take,box
P05,take(bread),take,bread
P05,take(breadcrumb),take,breadcrumb
P05,take(brush),take,brush
P05,take(butter),take,butter
P05,take(button),take,button
P05,take(can),take,can
P05,take(carrot),take,carrot
P05,take(chair),take,chair
P05,take(cheese),take,cheese
P05,take(chilli),take,chilli
P05,take(chocolate),take,chocolate
P05,take(cloth),take,cloth
P05,take(clothes),take,clothes
P05,take(colander),take,colander
P05,take(container),take,container
P05,take(coriander),take,coriander
P05,take(cover),take,cover
P05,take(cup),take,cup
P05,take(curry),take,curry
P05,take(cutlery),take,cutlery
P05,take(dishwasher),take,dishwasher
P05,take(drink),take,drink
P05,take(egg),take,egg
P05,take(flour),take,flour
P05,take(foil),take,foil
P05,take(food),take,food
P05,take(fork),take,fork
P05,take(garlic),take,garlic
P05,take(glass),take,glass
P05,take(glove),take,glove
P05,take(grater),take,grater
P05,take(guard:hand),take,guard:hand
P05,take(hand),take,hand
P05,take(heat),take,heat
P05,take(hob),take,hob
P05,take(jar),take,jar
P05,take(kettle),take,kettle
P05,take(kitchen),take,kitchen
P05,take(knife),take,knife
P05,take(ladle),take,ladle
P05,take(leaf),take,leaf
P05,take(lemon),take,lemon
P05,take(lentil),take,lentil
P05,take(lettuce),take,lettuce
P05,take(lid),take,lid
P05,take(liquid),take,liquid
P05,take(liquid:washing),take,liquid:washing
P05,take(mango),take,mango
P05,take(milk),take,milk
P05,take(mixture),take,mixture
P05,take(mushroom),take,mushroom
P05,take(nut),take,nut
P05,take(oatmeal),take,oatmeal
P05,take(oil),take,oil
P05,take(onion),take,onion
P05,take(onion:spring),take,onion:spring
P05,take(oven),take,oven
P05,take(package),take,package
P05,take(pan),take,pan
P05,take(paper),take,paper
P05,take(paprika),take,paprika
P05,take(pasta),take,pasta
P05,take(pea),take,pea
P05,take(pepper),take,pepper
P05,take(pestle),take,pestle
P05,take(phone),take,phone
P05,take(pie),take,pie
P05,take(pith),take,pith
P05,take(plate),take,plate
P05,take(plum),take,plum
P05,take(pot),take,pot
P05,take(rice),take,rice
P05,take(rubbish),take,rubbish
P05,take(salmon),take,salmon
P05,take(salt),take,salt
P05,take(sauce),take,sauce
P05,take(scale),take,scale
P05,take(shelf),take,shelf
P05,take(shell:egg),take,shell:egg
P05,take(skin),take,skin
P05,take(spatula),take,spatula
P05,take(spice),take,spice
P05,take(spinach),take,spinach
P05,take(sponge),take,sponge
P05,take(spoon),take,spoon
P05,take(spreads),take,spreads
P05,take(sugar),take,sugar
P05,take(tea),take,tea
P05,take(tomato),take,tomato
P05,take(towel),take,towel
P05,take(turmeric),take,turmeric
P05,take(vinegar),take,vinegar
P05,take(water),take,water
P05,take(wire),take,wire
P05,take(wrap:plastic),take,wrap:plastic
P05,throw(banana),throw,banana
P05,throw(carrot),throw,carrot
P05,throw(cinnamon),throw,cinnamon
P05,throw(cloth),throw,cloth
P05,throw(food),throw,food
P05,throw(garlic),throw,garlic
P05,throw(leaf),throw,leaf
P05,throw(onion),throw,onion
P05,throw(oven),throw,oven
P05,throw(package),throw,package
P05,throw(rubbish),throw,rubbish
P05,throw(shell:egg),throw,shell:egg
P05,throw(skin),throw,skin
P05,turn(bacon),turn,bacon
P05,turn(colander),turn,colander
P05,turn(cream),turn,cream
P05,turn(cupboard),turn,cupboard
P05,turn(kettle),turn,kettle
P05,turn(knife),turn,knife
P05,turn(onion),turn,onion
P05,turn(pan),turn,pan
P05,turn(plate),turn,plate
P05,turn(tap),turn,tap
P05,turn-off(blender),turn-off,blender
P05,turn-off(hand),turn-off,hand
P05,turn-off(phone),turn-off,phone
P05,turn-off(rubbish),turn-off,rubbish
P05,turn-off(scale),turn-off,scale
P05,turn-off(tap),turn-off,tap
P05,turn-on(blender),turn-on,blender
P05,turn-on(dishwasher),turn-on,dishwasher
P05,turn-on(hand),turn-on,hand
P05,turn-on(kettle),turn-on,kettle
P05,turn-on(lid),turn-on,lid
P05,turn-on(light),turn-on,light
P05,turn-on(microwave),turn-on,microwave
P05,turn-on(oven),turn-on,oven
P05,turn-on(scale),turn-on,scale
P05,turn-on(tap),turn-on,tap
P05,turn-on(water),turn-on,water
P05,unscrew(lid),unscrew,lid
P05,unscrew(pot),unscrew,pot
P05,unscrew(top),unscrew,top
P05,unwrap(cheese),unwrap,cheese
P05,unwrap(wrap:plastic),unwrap,wrap:plastic
P05,use(face),use,face
P05,use(spoon),use,spoon
P05,wash(bowl),wash,bowl
P05,wash(butter),wash,butter
P05,wash(can),wash,can
P05,wash(cloth),wash,cloth
P05,wash(colander),wash,colander
P05,wash(cup),wash,cup
P05,wash(glass),wash,glass
P05,wash(hand),wash,hand
P05,wash(knife),wash,knife
P05,wash(lid),wash,lid
P05,wash(liquid:washing),wash,liquid:washing
P05,wash(milk),wash,milk
P05,wash(onion),wash,onion
P05,wash(onion:spring),wash,onion:spring
P05,wash(rubbish),wash,rubbish
P05,wash(spoon),wash,spoon
P05,wash(top),wash,top
P05,wash(water),wash,water
P05,wrap(bag),wrap,bag
P05,wrap(clothes),wrap,clothes
P05,wrap(package),wrap,package
P05,wrap(pea),wrap,pea
P05,wrap(rubber),wrap,rubber
P05,wrap(wire),wrap,wire
P05,write(phone),write,phone
P06,adjust(glass),adjust,glass
P06,adjust(hob),adjust,hob
P06,adjust(maker:coffee),adjust,maker:coffee
P06,adjust(pan),adjust,pan
P06,adjust(scale),adjust,scale
P06,adjust(sponge),adjust,sponge
P06,apply(butter),apply,butter
P06,apply(cumin),apply,cumin
P06,apply(curry),apply,curry
P06,apply(mixture),apply,mixture
P06,apply(potato),apply,potato
P06,apply(water),apply,water
P06,attach(glass),attach,glass
P06,balance(maker:coffee),balance,maker:coffee
P06,balance(pan),balance,pan
P06,break(dough),break,dough
P06,break(egg),break,egg
P06,break(plate),break,plate
P06,carry(mixture),carry,mixture
P06,close(bottle),close,bottle
P06,close(cap),close,cap
P06,close(cupboard),close,cupboard
P06,close(drawer),close,drawer
P06,close(lid),close,lid
P06,close(package),close,package
P06,close(tap),close,tap
P06,cook(onion),cook,onion
P06,cook(pancake),cook,pancake
P06,crush(garlic),crush,garlic
P06,cut(butter),cut,butter
P06,cut(cheese),cut,cheese
P06,cut(coriander),cut,coriander
P06,cut(garlic),cut,garlic
P06,cut(knife),cut,knife
P06,cut(leaf),cut,leaf
P06,cut(onion),cut,onion
P06,cut(package),cut,package
P06,cut(tomato),cut,tomato
P06,cut(vegetable),cut,vegetable
P06,divide(garlic),divide,garlic
P06,divide(lid),divide,lid
P06,divide(onion),divide,onion
P06,divide(spoon),divide,spoon
P06,drink(water),drink,water
P06,feel(pancake),feel,pancake
P06,feel(phone),feel,phone
P06,fill(bottle),fill,bottle
P06,fill(cup),fill,cup
P06,fill(glass),fill,glass
P06,fill(hand),fill,hand
P06,flip(box),flip,box
P06,flip(dough),flip,dough
P06,flip(pancake),flip,pancake
P06,flip(paper),flip,paper
P06,flip(pen),flip,pen
P06,flip(top),flip,top
P06,fold(cheese),fold,cheese
P06,fold(cloth),fold,cloth
P06,fold(package),fold,package
P06,gather(bean),gather,bean
P06,gather(cheese),gather,cheese
P06,gather(coriander),gather,coriander
P06,gather(curry),gather,curry
P06,gather(garlic),gather,garlic
P06,gather(onion),gather,onion
P06,gather(package),gather,package
P06,gather(pan),gather,pan
P06,gather(potato),gather,potato
P06,gather(salad),gather,salad
P06,gather(spoon),gather,spoon
P06,gather(tomato),gather,tomato
P06,gather(vegetable),gather,vegetable
P06,hang(cup),hang,cup
P06,hold(board:chopping),hold,board:chopping
P06,hold(bottle),hold,bottle
P06,hold(bowl),hold,bowl
P06,hold(box),hold,box
P06,hold(bread),hold,bread
P06,hold(butter),hold,butter
P06,hold(cloth),hold,cloth
P06,hold(coriander),hold,coriander
P06,hold(cup),hold,cup
P06,hold(cupboard),hold,cupboard
P06,hold(drawer),hold,drawer
P06,hold(jar),hold,jar
P06,hold(knife),hold,knife
P06,hold(lentil),hold,lentil
P06,hold(lid),hold,lid
P06,hold(napkin),hold,napkin
P06,hold(onion),hold,onion
P06,hold(oven),hold,oven
P06,hold(package),hold,package
P06,hold(pan),hold,pan
P06,hold(pen),hold,pen
P06,hold(phone),hold,phone
P06,hold(pot),hold,pot
P06,hold(spoon),hold,spoon
P06,insert(butter),insert,butter
P06,insert(kitchen),insert,kitchen
P06,insert(plug),insert,plug
P06,lift(board:chopping),lift,board:chopping
P06,lift(bottle),lift,bottle
P06,lift(bowl),lift,bowl
P06,lift(box),lift,box
P06,lift(cup),lift,cup
P06,lift(glass),lift,glass
P06,lift(jar),lift,jar
P06,lift(kettle),lift,kettle
P06,lift(lentil),lift,lentil
P06,lift(liquid),lift,liquid
P06,lift(oven),lift,oven
P06,lift(package),lift,package
P06,lift(pan),lift,pan
P06,lift(plate),lift,plate
P06,lift(rest),lift,rest
P06,lift(salt),lift,salt
P06,lock(cupboard),lock,cupboard
P06,mix(bowl),mix,bowl
P06,mix(butter),mix,butter
P06,mix(coffee),mix,coffee
P06,mix(cup),mix,cup
P06,mix(flour),mix,flour
P06,mix(liquid),mix,liquid
P06,mix(mixture),mix,mixture
P06,mix(pan),mix,pan
P06,mix(recipe),mix,recipe
P06,mix(salad),mix,salad
P06,mix(water),mix,water
P06,move(bag),move,bag
P06,move(blender),move,blender
P06,move(board:chopping),move,board:chopping
P06,move(bottle),move,bottle
P06,move(bowl),move,bowl
P06,move(box),move,box
P06,move(bread),move,bread
P06,move(butter),move,butter
P06,move(cheese),move,cheese
P06,move(cloth),move,cloth
P06,move(cup),move,cup
P06,move(garlic),move,garlic
P06,move(glass),move,glass
P06,move(hand),move,hand
P06,move(jar),move,jar
P06,move(kitchen),move,kitchen
P06,move(knife),move,knife
P06,move(maker:coffee),move,maker:coffee
P06,move(mixture),move,mixture
P06,move(napkin),move,napkin
P06,move(onion),move,onion
P06,move(oven),move,oven
P06,move(package),move,package
P06,move(pan),move,pan
P06,move(pancake),move,pancake
P06,move(paper),move,paper
P06,move(pen),move,pen
P06,move(pin:rolling),move,pin:rolling
P06,move(plate),move,plate
P06,move(scale),move,scale
P06,move(scissors),move,scissors
P06,move(spatula),move,spatula
P06,move(spoon),move,spoon
P06,move(tomato),move,tomato
P06,move(vegetable),move,vegetable
P06,open(bin),open,bin
P06,open(bottle),open,bottle
P06,open(butter),open,butter
P06,open(cap),open,cap
P06,open(cheese),open,cheese
P06,open(cupboard),open,cupboard
P06,open(drawer),open,drawer
P06,open(egg),open,egg
P06,open(fridge),open,fridge
P06,open(kitchen),open,kitchen
P06,open(lid),open,lid
P06,open(mixture),open,mixture
P06,open(package),open,package
P06,open(scissors),open,scissors
P06,open(tap),open,tap
P06,pat(spatula),pat,spatula
P06,peel(butter),peel,butter
P06,peel(garlic),peel,garlic
P06,peel(onion),peel,onion
P06,peel(package),peel,package
P06,peel(plate),peel,plate
P06,pour(alarm),pour,alarm
P06,pour(bean),pour,bean
P06,pour(liquid),pour,liquid
P06,pour(mixture),pour,mixture
P06,pour(rest),pour,rest
P06,pour(water),pour,water
P06,press(bean),press,bean
P06,press(bottle),press,bottle
P06,press(bowl),press,bowl
P06,press(bread),press,bread
P06,press(button),press,button
P06,press(clothes),press,clothes
P06,press(dough),press,dough
P06,press(garlic),press,garlic
P06,press(hand),press,hand
P06,press(kettle),press,kettle
P06,press(microwave),press,microwave
P06,press(milk),press,milk
P06,press(package),press,package
P06,press(pancake),press,pancake
P06,press(phone),press,phone
P06,press(rice),press,rice
P06,press(salad),press,salad
P06,press(sponge),press,sponge
P06,press(top),press,top
P06,pull(cap),pull,cap
P06,pull(cheese),pull,cheese
P06,pull(clothes),pull,clothes
P06,pull(hand),pull,hand
P06,pull(oven),pull,oven
P06,put(alarm),put,alarm
P06,put(bag),put,bag
P06,put(bean),put,bean
P06,put(board:chopping),put,board:chopping
P06,put(bottle),put,bottle
P06,put(bowl),put,bowl
P06,put(box),put,box
P06,put(bread),put,bread
P06,put(butter),put,butter
P06,put(cap),put,cap
P06,put(cereal),put,cereal
P06,put(cheese),put,cheese
P06,put(chilli),put,chilli
P06,put(cloth),put,cloth
P06,put(coffee),put,coffee
P06,put(colander),put,colander
P06,put(coriander),put,coriander
P06,put(cumin),put,cumin
P06,put(cup),put,cup
P06,put(curry),put,curry
P06,put(dough),put,dough
P06,put(egg),put,egg
P06,put(garlic),put,garlic
P06,put(glass),put,glass
P06,put(jar),put,jar
P06,put(kettle),put,kettle
P06,put(knife),put,knife
P06,put(leaf),put,leaf
P06,put(lentil),put,lentil
P06,put(lid),put,lid
P06,put(liquid),put,liquid
P06,put(maker:coffee),put,maker:coffee
P06,put(milk),put,milk
P06,put(mixture),put,mixture
P06,put(oil),put,oil
P06,put(onion),put,onion
P06,put(oven),put,oven
P06,put(package),put,package
P06,put(pan),put,pan
P06,put(pancake),put,pancake
P06,put(paper),put,paper
P06,put(pen),put,pen
P06,put(phone),put,phone
P06,put(pin:rolling),put,pin:rolling
P06,put(plate),put,plate
P06,put(plug),put,plug
P06,put(pot),put,pot
P06,put(potato),put,potato
P06,put(powder),put,powder
P06,put(rest),put,rest
P06,put(rubbish),put,rubbish
P06,put(salad),put,salad
P06,put(salt),put,salt
P06,put(sandwich),put,sandwich
P06,put(scale),put,scale
P06,put(scissors),put,scissors
P06,put(seed),put,seed
P06,put(shell:egg),put,shell:egg
P06,put(skin),put,skin
P06,put(slicer),put,slicer
P06,put(spatula),put,spatula
P06,put(spice),put,spice
P06,put(sponge),put,sponge
P06,put(spoon),put,spoon
P06,put(stalk),put,stalk
P06,put(stand),put,stand
P06,put(sugar),put,sugar
P06,put(tomato),put,tomato
P06,put(tongs),put,tongs
P06,put(top),put,top
P06,put(towel),put,towel
P06,put(vegetable),put,vegetable
P06,remove(bowl),remove,bowl
P06,remove(butter),remove,butter
P06,remove(cap),remove,cap
P06,remove(chilli),remove,chilli
P06,remove(cloth),remove,cloth
P06,remove(coriander),remove,coriander
P06,remove(garlic),remove,garlic
P06,remove(jar),remove,jar
P06,remove(leaf),remove,leaf
P06,remove(liquid),remove,liquid
P06,remove(maker:coffee),remove,maker:coffee
P06,remove(milk),remove,milk
P06,remove(mixture),remove,mixture
P06,remove(onion),remove,onion
P06,remove(package),remove,package
P06,remove(plug),remove,plug
P06,remove(rubbish),remove,rubbish
P06,remove(stalk),remove,stalk
P06,remove(tomato),remove,tomato
P06,remove(vegetable),remove,vegetable
P06,remove(water),remove,water
P06,rip(cup),rip,cup
P06,rip(package),rip,package
P06,roll(pin:rolling),roll,pin:rolling
P06,roll(spoon),roll,spoon
P06,rub(butter),rub,butter
P06,rub(hand),rub,hand
P06,rub(liquid),rub,liquid
P06,rub(omelette),rub,omelette
P06,rub(pancake),rub,pancake
P06,rub(top),rub,top
P06,scoop(spoon),scoop,spoon
P06,scrape(sauce),scrape,sauce
P06,screw(lid),screw,lid
P06,scrub(board:chopping),scrub,board:chopping
P06,scrub(bowl),scrub,bowl
P06,scrub(cup),scrub,cup
P06,scrub(knife),scrub,knife
P06,scrub(milk),scrub,milk
P06,scrub(pan),scrub,pan
P06,scrub(plate),scrub,plate
P06,scrub(scissors),scrub,scissors
P06,scrub(spatula),scrub,spatula
P06,scrub(spoon),scrub,spoon
P06,search(lid),search,lid
P06,search(package),search,package
P06,shake(bowl),shake,bowl
P06,shake(cloth),shake,cloth
P06,shake(hand),shake,hand
P06,shake(jar),shake,jar
P06,shake(lid),shake,lid
P06,shake(oven),shake,oven
P06,shake(tomato),shake,tomato
P06,shake(vegetable),shake,vegetable
P06,shake(water),shake,water
P06,slide(bottle),slide,bottle
P06,slide(scale),slide,scale
P06,soak(hand),soak,hand
P06,soak(sponge),soak,sponge
P06,sort(coriander),sort,coriander
P06,sort(onion),sort,onion
P06,sort(package),sort,package
P06,sort(tomato),sort,tomato
P06,sprinkle(flour),sprinkle,flour
P06,squeeze(coriander),squeeze,coriander
P06,stretch(scissors),stretch,scissors
P06,switch(box),switch,box
